agent,condition,seed,final_viability,mean_viability,success_rate,mean_identity_continuity,mean_self_error,final_contamination,mean_contamination,false_identity_adoption,goal_drift_rate,policy_drift_rate,audit_count,repair_count,rejected_claims,final_memory_reliability
stateless_language,control,77065,186.30647501533537,142.41982333158325,0.8166666666666667,0.9777777777777779,0.11666666666666667,0.07142857142857142,0.06994604153887223,0.03333333333333333,0.016666666666666666,0.016666666666666666,0,0,0,0.85
stateless_language,control,77066,210.41033402645587,164.64776441670352,0.8666666666666667,0.9888888888888889,0.1,0.07758620689655173,0.04991388311286767,0.0,0.0,0.03333333333333333,0,0,0,0.85
stateless_language,control,77067,181.41468985291098,134.987510457172,0.8,0.9833333333333333,0.13333333333333333,0.06349206349206349,0.059877584559075624,0.03333333333333333,0.016666666666666666,0.0,0,0,0,0.85
stateless_language,control,77068,220.0,158.12261528702234,0.9,0.9888888888888889,0.11666666666666667,0.058823529411764705,0.04644760100724083,0.0,0.016666666666666666,0.016666666666666666,0,0,0,0.85
stateless_language,control,77069,200.33361091512592,156.25145759003647,0.85,0.9722222222222222,0.11666666666666667,0.06956521739130435,0.05638657570728449,0.05,0.016666666666666666,0.016666666666666666,0,0,0,0.85
stateless_language,control,77070,193.46782217428142,149.79653283389328,0.8333333333333334,0.9888888888888889,0.1,0.08264462809917356,0.09276814854765507,0.0,0.03333333333333333,0.0,0,0,0,0.85
stateless_language,control,77071,191.18146623179297,145.69806240837303,0.8166666666666667,0.9777777777777777,0.1,0.06542056074766354,0.044321114735057975,0.03333333333333333,0.016666666666666666,0.016666666666666666,0,0,0,0.85
stateless_language,control,77072,190.08481338248467,142.5711954298861,0.8666666666666667,0.961111111111111,0.2,0.12380952380952381,0.12429322181262753,0.06666666666666667,0.03333333333333333,0.016666666666666666,0,0,0,0.85
stateless_language,control,77073,197.85599039968292,160.79843340052088,0.8333333333333334,0.9944444444444446,0.06666666666666667,0.06542056074766354,0.08453341333597476,0.0,0.0,0.016666666666666666,0,0,0,0.85
stateless_language,control,77074,182.28151682812006,138.14513618472122,0.8166666666666667,0.9722222222222222,0.13333333333333333,0.09259259259259259,0.0868206930989996,0.05,0.0,0.03333333333333333,0,0,0,0.85
stateless_language,control,77075,214.5198372962251,166.75048591471426,0.8666666666666667,0.9833333333333333,0.06666666666666667,0.04716981132075472,0.03900135586478968,0.016666666666666666,0.016666666666666666,0.016666666666666666,0,0,0,0.85
stateless_language,control,77076,214.38122052704577,164.8888835001288,0.9,0.9888888888888889,0.1,0.06796116504854369,0.07924066586663317,0.0,0.03333333333333333,0.0,0,0,0,0.85
stateless_language,control,77077,210.74789797447386,154.25403097738516,0.8833333333333333,0.9777777777777777,0.1,0.06956521739130435,0.09126751687938409,0.016666666666666666,0.03333333333333333,0.016666666666666666,0,0,0,0.85
stateless_language,control,77078,199.83865007519003,161.05643627887238,0.8833333333333333,0.9611111111111111,0.21666666666666667,0.12844036697247707,0.08051124937341655,0.05,0.05,0.016666666666666666,0,0,0,0.85
stateless_language,control,77079,193.72866860498408,141.4789583401334,0.8166666666666667,0.9833333333333333,0.08333333333333333,0.06,0.04476109495846558,0.03333333333333333,0.0,0.016666666666666666,0,0,0,0.85
stateless_language,control,77080,146.34058710311038,123.7994497234319,0.75,0.9777777777777779,0.18333333333333332,0.12727272727272726,0.141328440807413,0.03333333333333333,0.016666666666666666,0.016666666666666666,0,0,0,0.85
stateless_language,control,77081,156.94241666019943,127.90297660517405,0.7833333333333333,0.95,0.21666666666666667,0.12,0.08297986116500544,0.016666666666666666,0.1,0.03333333333333333,0,0,0,0.85
stateless_language,control,77082,192.40573926951728,148.13858725174688,0.8833333333333333,0.9444444444444444,0.18333333333333332,0.12037037037037036,0.13745217275402277,0.06666666666666667,0.06666666666666667,0.03333333333333333,0,0,0,0.85
stateless_language,control,77083,215.01960773958868,164.85936870649354,0.8833333333333333,0.9888888888888889,0.1,0.05555555555555555,0.07400326883676117,0.0,0.03333333333333333,0.0,0,0,0,0.85
stateless_language,control,77084,172.922284937783,123.56718418622721,0.8,0.9777777777777779,0.11666666666666667,0.07368421052631578,0.12064762551847541,0.016666666666666666,0.016666666666666666,0.03333333333333333,0,0,0,0.85
stateless_language,control,77085,163.70638676369907,132.766035041683,0.8,0.9555555555555556,0.21666666666666667,0.11290322580645161,0.10744677696917432,0.06666666666666667,0.05,0.016666666666666666,0,0,0,0.85
stateless_language,control,77086,213.2691794678705,154.06717197476712,0.8666666666666667,0.9888888888888889,0.08333333333333333,0.045454545454545456,0.03942350443441308,0.0,0.0,0.03333333333333333,0,0,0,0.85
stateless_language,control,77087,190.24207228842144,155.8865534552794,0.8333333333333334,0.9833333333333333,0.16666666666666666,0.09009009009009009,0.05798273092982075,0.0,0.03333333333333333,0.016666666666666666,0,0,0,0.85
stateless_language,control,77088,168.66615890560112,131.39798012632403,0.8166666666666667,0.95,0.21666666666666667,0.10852713178294573,0.09694867578665725,0.03333333333333333,0.08333333333333333,0.03333333333333333,0,0,0,0.85
stateless_language,control,77089,180.78805723930404,136.7850703025685,0.8,0.9833333333333333,0.08333333333333333,0.07476635514018691,0.0917661896724666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0,0,0,0.85
